Artist,Song,Lyrics
Avicii,Believe In You,"Believe In You LyricsI´ve been loosing love, far from home I´ve been Living like a dream, I can´t hold Finding troubles where-ever I wanna Feel your body get all this time, but it  It was always like a dream, it was always for fun but I I was always in a dream, I was always on the run but I See your´re getting all your needs, see you getting this far Imma Leave you hanging in the tree, you will never be gone  I´ve been loosing all time Leave your love it´s all right Pardon me it´s all tied Cause I wanna believe it´s true, I wanna believe in you  I was hoping for, changе to come but it Never happеnd and, now you´re gone Struggling hard to get, all along I was Moving better then, now I won´t, but it  It was always like a dream, it was always for fun but I I was always in a dream, I was always on the run but I See your´re getting all your needs, see you getting this far Imma Leave you hanging in the tree, you will never be gone  I´ve been loosing all time Living through it all right Finding all to us sometime Cause I wanna believe it´s true, I wanna believe in you I see and I feel I wanna stop Wanna believe that I could be the one you want All you see is the time that I´ve given up  Da da da da da da da  All the time I´ve been thinking I wanna stop All you desire is a lie that I wanna drop But it´s all just a thing that I´ve given up  Dam dam da da da da  I´ve been loosing all time I wanna believe it´s true, I wanna believe in youEmbed"
Avicii,My Feelings For You - Original Mix,"  My feelings for you, have always been real  And after all this time Tell me, can't you feel?  Tell me, can't you Tell me, can't you Tell me, can't you feel?  My feelings for you, have always been real   My feelings for you, have always been real And after all this time Tell me, can't you feel?   My feelings for you, have always been real And after all this time Tell me, can't you feel?  Tell me, can't you Tell me, can't you Tell me, can't you feel?  My feelings for you, have always been real My feelings for you Tell me, can't you feel?  Tell me, can't you Tell me, can't you Tell me, can't you feel? My feelings for you, have always been real My feelings for you Tell me, can't you feel?  Tell me, can't you Tell me, can't you Tell me, can't you feel  My feelings for you My feelings for you Tell me, can't you feel My feelings for you My feelings for you  My feelings for you, have always been real  I was so in love with you, I could hardly see  My feelings for you, have always been real  I was so in love with you, I could hardly see  My feelings for you, have always been real And after all this time Tell me, can't you feel?  Tell me, can't you Tell me, can't you Tell me, can't you feel? My feelings for you, have always been real My feelings for you Tell me, can't you feel?  Tell me, can't you Tell me, can't you Tell me, can't you feel?   My feelings for you My feelings for you Tell me can't you feel? My feelings for you My feelings for you You Embed"
Avicii,Superstar," Don't got yo money But we're so rich  Turn up the music When life's a bitch  We don't own We don't own Nothing except the sound of the bass We don't own We don't own Nothing except the sound of the bass   It don't matter where you come from It don't matter who you are You don't got to be famous, baby For you to be my superstar It don't matter where you come from It don't matter who you are You don't gotta be famous, baby For you to be my superstar Tonight you'll be my superstar Baby you're my superstar   Don't got no car Don't got no home  I turn off the TV To read my phone  We don't own We don't own Nothing except the sound of the bass We don't own We don't own Nothing except the sound of the bass  It don't matter where you come from It don't matter who you are You don't gotta be famous, baby For you to be my superstar Tonight you'll be my superstar Baby you're my superstar    the whole world is watching But it feels like it's just you   , baby   For you to be my superstar Tonight you'll be my superstar Baby you're my superstarEmbed"
Avicii,You Make Me - Radio Edit,You Make Me - Radio Edit LyricsWe are one One's for sure All united Don't want some more  Oh Oh Oh Oh You make me! Oh Oh Oh Oh You make me!  We are one One's forsure All united I need you more  Oh Oh Oh Oh You make me! Oh Oh Oh Oh  All my life I've been I've been waiting for someone like you. (Yeah)  All my life I've been I've been waiting for someone like you. (Yeah)  I've been looking for someone like you. (Yeah) I've been waiting for someone like you. (Like you ) You make me!  We are one One's for sure All united Don't want some more  Oh Oh Oh Oh You make me! Oh Oh Oh Oh You make me!  We are one One's forsure All united I need you more  Oh Oh Oh Oh You make me! Oh Oh Oh Oh  All my life I've been I've been waiting for someone like you. (Yeah)  All my life I've been I've been waiting for someone like you. (Yeah) I've been looking for someone like you. (Yeah) I've been waiting for someone like you. (Like you )Embed
Avicii,Malo - original mix," Malo, malo, malo, malo, malo… Malo, malo, malo eres No se daña… El día es gris cuando tu estas Y el sol vuelve a salir cuando te vas Y la penita de mi corazón Yo me la tengo que tragar con el fogón Mi carita de niña linda Se ha ido envejeciendo en el silencio Cada vez que me dices puta Se hace tu cerebro más pequeño Una vez mas no por favor Que estoy cansada y no puedo con el corazón Una vez mas no mi amor por favor No grites que los niños duermen Una vez mas no por favor Que estoy cansada y no puedo con el corazón Una vez mas no mi amor por favor No grites que los niños duermen Voy a volverme como el fuego Voy a quemar tus puños de acero Y del morao de mis mejillas Sacare el valor pa cobrarme las heridas Malo, malo, malo eres No se daña a quien se quiere no Tonto, tonto, tonto eres No te pienses mejor que las mujeres  Malo, malo, malo, malo, malo… Malo, malo, malo eres No se daña… Malo, malo, malo eres No se daña a quien se quiere noEmbed"
Avicii,SOZ,"SOZ LyricsCan you hear me? S.O.S Help me put my mind to rest Two times clean again, I'm actin' low A pound of weed and a bag of blow  I can feel your love pullin' me up from the underground, and I don't need my drugs, we could be more than just part-time lovers I can feel your touch pickin' me up from the underground, and I don't need my drugs, we could be more than just part-time lovers  We could be more than just part-time lovers We could be more than just part-time lovers  I get robbed of all my sleep As my thoughts begin to bleed I'd let go, but I don't know how Yeah, I don't know how, but I need to now  I can feel your love pullin' me up from the underground, and I don't need my drugs, we could be more than just part-time lovers I can feel your touch pickin' me up from the underground, and I don't need my drugs, we could be more than just part-time lovers I can feel your touch pickin' me up from the underground, and I don't need my drugs, we could be more than just part-time lovers  (We could be) We could be more than just part-time lovers (Part-time lovers, yeah) (More than, more than lovers) We could be more than just part-time lovers Can you hear me? S.O.S Help me put my mind to restEmbed"
Avicii,So excited - radio edit,"So excited - radio edit LyricsI’ve been watching you, I like those little moves you make… Said I’m feeling you, Tell me are you feeling me too I’d like to know your name but I'm so scared Afraid of what you might say… But if I don't ever see you again, can’t let you just walk away…  Now you’re approaching me, excuse me can I know your name? Took the opportunity, and now we’re standing here face to face  It’s amazing that your so beautiful tell me are you really real And you say you wanna see me again you have been watchin me too I’m so excited excited excited excited!Embed"
Avicii,I Could Be The One [Avicii vs Nicky Romero] - John Christian Remix," - John Christian Remix LyricsDo you think about me when you’re all alone? The things we used to do we used to be I could be the one to make you feel that way I could be the one to set you free  Do you think about me when the crowd is gone? It used to be so easy, you and me I could be the one to make you feel that way I could be the one to set you free  I could be the one to make you feel that way I could be the one to set you free I could be the one to make you feel that way I could be the one to set you free  When you need a way to beat the pressure down When you need to find a way to breathe I could be the one to make you feel that way I could be the one to set you free  If you need to see me when the crowd is gone It used to be so easy can’t you see? I could be the one to make you feel that way I could be the one to set you free…  I could be the one to make you feel that way I could be the one to set you free I could be the one to make you feel that way I could be the one to set you free I could be the one to make you feel that way I could be the one to set you free I could be the one to make you feel that way I could be the one to set you freeEmbed"
Avicii,Bromance - Avicii’s Arena Edit,Bromance - Avicii’s Arena Edit LyricsI've been watching you You've been hurting too You give all your love Nothing left to show I have been there too Alone in my despair Watching life go by No one who to share Boy you got it bad But I got something good I want you good in every way yeah You will never feel alone My touch is such a rush It over flows  Chorus: I will give to you the love you seek And more So what are you waiting for I will give to you The love you seek and more X3 Baby here we are Standing face to face Just the two of us Locked in your embrace Now i got it bad But you got something good Won't you treat me good In every way Yeah Are you ready I can feel your passion And your love It over flows I will give to you the love you seek and more So what are you waiting for I will give to you the love you seek and more Ive got the love you seek x3 Ive got the love I will give to you the love you seek and more So what are you waiting for I will give to you the love you seek and more X2Embed
Avicii,Levels - Andy Pitch Remix,"Levels - Andy Pitch Remix LyricsOh, sometimes I get a good feeling, yeah Get a feeling that I never, never, never, never had before No, no I get a good feeling, yeah  Oho, sometimes I get a good feeling, yeah Get a feeling that I never, never, never, never had before No, no I get a good feeling, yeahEmbed"
Avicii,Gotta Stand Up,Gotta Stand Up LyricsRaise hell ⁣ Make a fuss ⁣ Wrecking ball Iron ball for demolition work ⁣ ⁣ Squeaky wheel gets the grease ⁣ You just have to assert yourself clearly squeaky wheel get thr grease ⁣ You can't assert yourself clearly (?)Embed
Avicii,You make me - extended version,"You make me - extended version LyricsWe are one, one for sure All united, don't want some more Oh Oh Oh Oh! You make me! Oh Oh Oh Oh! You make me!  We are one, one for sure All united, and need some more Oh Oh Oh Oh! You make me! Oh Oh Oh Oh!  All my life I've been, I've been waiting for someone like You, yeah All my life I've been, I've been waiting for someone like You, yeah I've been looking for someone like you, yeah I've been waiting for someone like you Like you, like you, like you, like you, yeah  You make me!  We are one, one for sure All united, don't want some more Oh Oh Oh Oh! You make me! Oh Oh Oh Oh! You make me!  We are one, one for sure All united, and need some more Oh Oh Oh Oh! You make me! Oh Oh Oh Oh! All my life I've been, I've been waiting for someone like You, yeah All my life I've been, I've been waiting for someone like You, yeah I've been looking for someone like you, yeah I've been waiting for someone like you Like you, like you, like you, like you, yeah  You make me!Embed"
Avicii,Subregional, Abolishment   abridgments   achondrites   adventurism Adventurous   apicultures   archegonium   atmospheric Avicultures   avouchments   backgrounds   backlighted Badmouthing   beachfronts   beclamoring   becowarding Beshadowing   beshrouding   bichromated   bichromates Birdwatches   birthplaces   blackthorns   blaspheming Bowstringed   brownfields   burlesquing   cabinetwork Cafetoriums   campgrounds   centrifugal   champertous Charmingest   chloramines   chlorinated   chlorinates Clofibrates   cofeaturing   columbaries   compatibles Complainers   computernik   comradeship   confirmable Construable   consumptive   copublished   copublisher Copulatives   counterbids   countervail   craftswomen Cumulations   curmudgeons   demographic   despatching Despumating   desulfuring   dichromates   disgraceful Disjuncture   disprovable   disturbance   doublethink Dragonflies   draughtsmen   drumbeating   dumbwaiters Duplicators   duumvirates   earthmoving   elucidators Embrocating   endoplasmic   euchromatin   euphoriants Exculpating   exculpation   exhumations   explicators Expurgation   feldspathic   filamentous   fingerholds Fisherwoman   floribundas   fluidounces   fluorescing Fluoridates   fluorinated   fluorinates   forecasting Foremanship   formulating   fulguration   funambulist Furbelowing   glauconites   glucokinase   glucosamine Glucuronide   goldfinches   gourmandise   grapholects Groupthinks   huckstering   importances   incredulous Inosculated   inscrutable   intercampus   involucrate Jacklighted   judicatures   juxtaposing   lactiferous Lambrequins   largemouths   lawrenciums   ligamentous Lovemakings   lowercasing   lucubrating   lucubration Lumberjacks   luxuriances   meroblastic   microfungus Microphages   microquakes   microtubule   mindblowers Misanthrope   morphactins   motherlands   multicarbon Multicourse   multifarous   multiparous   multisource Musclebound   mustachioed   neuropathic   neutrophils Nightwalker   novaculites   obfuscating   obsecrating Outblushing   outbrawling   outcapering   outcharming Outcrawling   outdreaming   outfumbling   outmarching Outmuscling   outreaching   outscheming   outsparkled Outspeaking   outswearing   overcasting   overflights Overhauling   overpacking   oversalting   oversaucing Overshading   overtalking   overtasking   palindromes Oarbuckling   patchoulies   patchworked   pathfinders Peculations   pelargonium   percolating   phantomlike Phlebograms   pitcherfuls   pitchersful   pitchforked Postmarking   pratincoles   precautions   prefocusing Prelocating   problematic   profligates   prognathism Promulgated   promulgates   prosecuting   pulchritude Punchboards   quadruplets   quadrupling   quadrupoles Quatrefoils   radiolucent   readjusting   recomputing Reductional   regulations   republicans   resculpting Retinaculum   roundtables   scouthering   sculpturing Semaphoring   sepulchring   shortwaving   shouldering Smouldering   spaceflight   speculating   speculation Spirochetal   sporulating   sporulative   stickhandle Strikebound   subcurative   subinterval   subjugation Subjunctive   subluxation   subordinate   subregional Subterminal   subtropical   sulfonamide   sulfurating Sulfureting   superabound   switchblade   switchboard Tambourines   thunderclap   timberlands   tourmalines Trampolines   tuberculins   tuberculoid   turnbuckles Ulcerations   ultrafiches   uncombative   uncrushable Underbought   unequivocal   unobtrusive   unpublished Unrighteous   unscrambled   unshockable   untouchable Unworkables   upcountries   ventriculus   vibraphones Voluntaries   voluntarism   vouchsafing   warehousing Wolframites   workmanshipEmbed
Avicii,The Nights1,"The Nights1 LyricsOnce upon a younger year When all our shadows disappeared The animals inside came out to play Went face to face with all our fears Learned our lessons through the tears Made memories we knew would never fade  One day my father, told me ""Son, don't let it slip away"" He took me in his arms, I heard him say ""When you get older Your wild heart will live for younger days Think of me if ever you're afraid""  He said: ""One day you'll leave this world behind So live a life you will remember"" My father told me when I was just a child ""These are the nights that never die"" My father told me  When thunder clouds start pouring down Light a fire they can't put out Carve your name into those shining stars He said: ""Go venture far beyond the shores Don't forsake this life of yours I'll guide you home, no matter where you are"" One day my father, he told me ""Son, don't let it slip away"" When I was just a kid, I heard him say ""When you get older Your wild heart will live for younger days Think of me if ever you're afraid""  He said: ""One day you'll leave this world behind So live a life you will remember"" My father told me when I was just a child ""These are the nights that never die"" My father told me  These are the nights that never die"" My father told me My father told meEmbed"
Avicii,Sweet Dreams - Avicii Swede Radio Edit,Sweet Dreams - Avicii Swede Radio Edit LyricsSweet dreams are made of this Who am I to disagree? Travel the world and the seven seas Everybody's looking for somethingEmbed
Avicii,The way it should,"The way it should LyricsI'm gonna love ya, like no one could Make your heart feel the way it should I'm gonna hold ya, when no one would 'Cause I swear you deserve so good  Livin' up in California Lovin' life that I've been waiting for the Push my dreams into my fate Sometimes I hope it's not too late  I wanna love ya, I wanna love ya, I wanna love ya, like no one could  I'm gonna love ya, like no one could Make your heart feel the way it should I'm gonna hold ya, when no one would 'Cause I swear you deserve so good  ~Melody~  Sometimes it's hard to have the upper hand When every dream you had is turning into sand You need someone to make your day But he took your breath and blew it away I'm gonna love ya, like no one could Make your heart feel the way it should I'm gonna hold ya, when no one would 'Cause I swear you deserve so good  I wanna love ya, I wanna love ya, I wanna love ya, like no one could  I wanna love ya, I wanna love ya, I wanna love ya, like no one could  ~Melody~  I wanna love ya, I wanna love ya, I wanna love ya, like no one could  I wanna love ya, I wanna love ya, I wanna love ya, like no one couldEmbed"
Avicii,Malo - radio edit,"  Malo, malo, malo, malo, malo…  Malo, malo, malo eres No se daña…  El día es gris cuando tu estas Y el sol vuelve a salir cuando te vas Y la penita de mi corazón Yo me la tengo que tragar con el fogón  Mi carita de niña linda Se ha ido envejeciendo en el silencio Cada vez que me dices puta Se hace tu cerebro más pequeño Una vez mas no por favor Que estoy cansada y no puedo con el corazón Una vez mas no mi amor por favor No grites que los niños duermen  Una vez mas no por favor Que estoy cansada y no puedo con el corazón Una vez mas no mi amor por favor No grites que los niños duermen  Voy a volverme como el fuego Voy a quemar tus puños de acero Y del morao de mis mejillas Sacare el valor pa cobrarme las heridas  Malo, malo, malo eres No se daña a quien se quiere no Tonto, tonto, tonto eres No te pienses mejor que las mujeres   Malo, malo, malo, malo, malo…  Malo, malo, malo eres No se daña… Malo, malo, malo eres No se daña a quien se quiere noEmbed"
Avicii,Malo - adrian lux & flores remix," Malo, malo, malo, malo, malo… Malo, malo, malo eres No se daña… El día es gris cuando tu estas Y el sol vuelve a salir cuando te vas Y la penita de mi corazón Yo me la tengo que tragar con el fogón Mi carita de niña linda Se ha ido envejeciendo en el silencio Cada vez que me dices puta Se hace tu cerebro más pequeño Una vez mas no por favor Que estoy cansada y no puedo con el corazón Una vez mas no mi amor por favor No grites que los niños duermen Una vez mas no por favor Que estoy cansada y no puedo con el corazón Una vez mas no mi amor por favor No grites que los niños duermen Voy a volverme como el fuego Voy a quemar tus puños de acero Y del morao de mis mejillas Sacare el valor pa cobrarme las heridas Malo, malo, malo eres No se daña a quien se quiere no Tonto, tonto, tonto eres No te pienses mejor que las mujeres  Malo, malo, malo, malo, malo… Malo, malo, malo eres No se daña… Malo, malo, malo eres No se daña a quien se quiere noEmbed"
Avicii,Sweet Dreams - Radio Mix,Sweet Dreams - Radio Mix LyricsSweet dreams are made of this Who am I to disagree? Travel the world and the seven seas Everybody's looking for somethingEmbed
Avicii,Lay Me Down - Radio Edit,"Lay Me Down - Radio Edit LyricsLay me, Lay-lay lay me Lay-lay lay me Lay-lay lay me L-l-l-l-l-l-lay me, lay-lay lay me Lay-lay lay me Lay-lay, lay me down  I go weak, then get up Sometimes my knees can barely hold me up I'm no fool, but instead You gotta walk a mile until you're outta my head  Going in/Go within, taste it up Dig/Take a little bit and baby don't you give up Can't your life/Get your life, give a damn You gotta make a move and show me where we can stand  Lay me down in darkness Tell me what you see Love is where the heart is Show me I'm the one, tell me I'm the one that you need (Come on)  Lay me down in darkness Tell me what you see Love is where the heart is Show me I'm the one, tell me I'm the one that you need (Come on) Tell me I'm the one, tell me I'm the one that you need Tell me I'm the one, tell me I'm the one that you needEmbed"
Avicii,You Make Me - Throttle Extended,"You Make Me - Throttle Extended LyricsWe are one, one for sure All united, don't want some more Oh Oh Oh Oh! You make me! Oh Oh Oh Oh! You make me!  We are one, one for sure All united, and need some more Oh Oh Oh Oh! You make me! Oh Oh Oh Oh!  All my life I've been, I've been waiting for someone like you, yeah All my life I've been, I've been waiting for someone like you, yeah I've been looking for someone like you, yeah I've been waiting for someone like you Like you, like you, like you, like you, yeah  You make me!  We are one, one for sure All united, don't want some more Oh Oh Oh Oh! You make me! Oh Oh Oh Oh! You make me!  We are one, one for sure All united, and need some more Oh Oh Oh Oh! You make me! Oh Oh Oh Oh! All my life I've been, I've been waiting for someone like you, yeah All my life I've been, I've been waiting for someone like you, yeah I've been looking for someone like you, yeah I've been waiting for someone like you Like you, like you, like you, like you, yeah  You make me!Embed"
Avicii,Sweet Dreams - Cazeette meet AT NIGHT Mix, Some of them want to use you Some of them want to get used by you Some of them want to abuse you Some of them want to be abused Sweet dreams are made of this Who am I to disagree? I travel the world and the seven seas Everybody's looking for something Some of them want to use you Some of them want to get used by you Some of them want to abuse you  Some of them want to be abused Sweet dreams are made of this  Who am I to disagree? I travel the world and the seven seas Everybody's looking for something Sweet dreams are made of this Who am I to disagree? I travel the world and the seven seas Everybody's looking for something Some of them want to use you Some of them want to get used by you Some of them want to abuse you Some of them want to be abused Embed
